"word";"F";"BOISSY_APOLOGIEDUSIECLE";"BOISSY_COMTEDENEUILLY";"BOISSY_DEHORSTROMPEURS";"BOISSY_MEDECINPAROCCASION";"BOISSY_PLAGIAIRE";"BOISSY_RIVALFAVORABLE";"BOISSY_VIEESTUNSONGE";"DANCOURT_ENFANTSDEPARIS";"DANCOURT_MADAMEARTUS";"DANCOURT_METEMPSYCHOSE";"DANCOURT_SANCHO";"DANCOURT_TRAHISONPUNIE";"DUFRESNY_COQUETTEDUVILLAGE";"DUFRESNY_FAUXSINCERE";"DUFRESNY_MARIAGEFAITETROMPU";"DUFRESNY_RECONCILIATIONNORMANDE";"NIVELLE_ECOLEDESAMIS";"NIVELLE_ECOLEMERES";"NIVELLE_FAUSSEANTIPATHIE";"NIVELLE_GOUVERNANTE";"NIVELLE_PREJUGEALAMODE";"REGNARD_DEMOCRITE";"REGNARD_DISTRAIT";"REGNARD_FOLIESAMOUREUSES";"REGNARD_JOUEUR";"REGNARD_LEGATAIRE";"REGNARD_MENECHMES";"VOLTAIRE_DEPOSITAIRE";"VOLTAIRE_DROITDUSEIGNEUR";"VOLTAIRE_ENFANTPRODIGUE";"VOLTAIRE_ENVIEUX";"VOLTAIRE_FEMMEQUIARAISON";"VOLTAIRE_NANINE"
"dis";395;0;3;9;8;4;15;10;26;16;0;8;20;7;15;8;19;14;12;10;9;14;12;19;14;20;21;13;7;20;13;11;8;10
"t'";394;0;2;13;8;8;24;18;12;0;4;10;22;15;16;8;9;23;24;3;4;27;16;14;8;17;17;7;13;19;18;4;2;9
"maître";387;0;7;8;13;9;13;16;21;15;14;9;20;3;4;2;32;5;15;9;3;7;6;27;8;28;13;5;6;30;12;3;13;11
"quelle";387;2;14;9;6;2;7;6;13;16;13;12;13;4;2;5;8;21;25;17;20;21;16;17;11;11;10;16;12;9;14;17;9;9
"soit";385;1;4;14;8;7;9;4;18;19;14;29;22;6;12;4;11;15;16;5;16;13;8;15;7;15;19;21;7;11;16;13;3;3
"notre";381;9;8;9;12;9;16;9;15;16;10;7;0;5;9;8;13;15;6;10;14;15;21;7;11;13;17;17;25;16;10;9;7;13
"-ce";375;4;3;12;7;3;5;10;23;3;12;12;25;4;20;8;3;26;30;10;23;28;6;12;9;14;8;11;8;10;6;5;6;9
"raison";360;6;16;18;8;2;19;9;6;12;5;13;16;6;22;6;7;5;20;13;19;9;10;10;10;10;15;8;14;13;14;7;2;10
"assez";357;2;3;3;3;3;7;3;13;12;16;9;12;3;5;4;4;24;23;15;10;23;23;12;8;12;19;16;18;13;11;15;10;3
"femme";347;3;3;1;2;1;4;0;5;11;7;10;0;6;8;26;4;4;26;14;9;29;24;8;6;14;18;14;21;14;12;4;29;10
"ainsi";346;4;4;15;7;2;6;6;18;6;12;24;15;6;15;7;14;13;10;11;16;8;7;11;16;13;12;16;8;4;12;2;14;12
"car";346;6;0;4;4;5;3;2;11;7;6;14;15;27;54;30;48;6;4;10;8;8;9;8;3;2;5;3;3;15;16;6;1;3
"seul";345;2;8;19;22;16;20;27;10;13;10;11;12;5;14;6;10;5;9;1;6;10;8;4;10;3;11;9;15;12;7;11;7;12
"était";338;1;10;9;9;2;7;5;5;13;9;12;7;7;5;12;6;19;13;13;12;9;11;6;8;16;17;7;21;17;24;13;3;10
"veut";338;3;5;8;12;8;8;2;12;12;7;22;10;10;12;15;15;14;13;11;11;20;11;8;11;12;10;6;8;13;9;11;5;4
"oh";337;6;0;8;13;10;14;0;13;17;11;11;18;9;18;7;18;4;3;5;0;6;9;8;3;20;2;10;15;20;18;11;19;11
"encore";332;0;7;8;11;4;10;8;9;13;5;13;3;4;13;9;10;15;14;19;7;19;11;12;6;14;23;7;11;10;17;11;4;5
"vrai";332;1;9;14;14;6;14;7;10;11;7;17;7;3;22;7;5;15;14;5;7;15;7;7;6;13;17;8;21;13;10;8;4;8
"affaire";328;0;0;10;0;1;4;0;27;18;10;16;22;4;20;9;12;9;13;3;1;4;10;17;11;24;12;16;17;11;7;4;11;5
"mal";326;4;2;16;31;5;6;1;16;14;3;18;14;2;15;6;8;6;7;6;7;3;14;21;17;14;16;9;9;9;11;8;2;6
"gens";325;4;1;5;6;0;1;2;18;15;9;17;10;0;18;5;1;15;17;12;8;8;14;11;12;7;12;16;26;16;14;12;7;6
"moment";318;1;16;22;11;9;11;6;16;17;19;12;16;3;10;1;8;9;5;4;3;11;5;12;10;17;14;13;10;10;3;5;3;6
"-là";317;4;1;12;11;6;13;1;22;29;8;13;23;6;14;1;9;21;13;8;6;10;8;18;5;10;8;6;4;7;6;1;4;9
"dois";316;3;27;27;17;13;13;10;7;6;7;10;9;5;7;1;7;20;5;6;12;16;5;3;5;10;8;4;10;19;5;3;6;10
"rendre";315;4;7;11;12;5;12;13;14;9;17;15;12;6;4;6;8;15;11;9;11;17;9;11;7;8;16;8;10;8;4;2;5;9
"sens";313;2;18;21;11;4;14;23;12;6;11;12;10;2;12;1;7;5;7;6;4;11;16;13;5;6;21;4;9;10;12;7;7;4
"bonheur";309;0;16;14;15;11;10;16;11;9;19;10;11;1;6;5;10;13;15;10;22;17;5;3;1;6;5;5;4;7;11;9;8;4
"foi";309;2;2;1;5;1;5;2;9;14;9;18;15;3;8;9;9;11;11;5;15;8;13;9;12;13;20;16;13;13;17;6;8;7
"heureux";309;3;15;12;9;6;13;10;13;9;12;15;7;4;0;4;7;12;7;2;17;25;10;10;4;15;8;3;3;10;9;13;13;9
"fils";307;0;14;0;0;0;0;43;24;19;6;14;5;0;3;0;1;0;55;0;13;1;0;1;0;15;2;0;8;4;37;2;30;10
"honneur";306;4;8;9;7;4;11;2;14;4;6;25;13;3;3;5;7;12;12;8;9;5;14;5;1;8;8;5;22;25;18;15;6;8
"très";305;4;2;14;10;3;5;0;16;6;3;11;6;4;21;15;18;4;2;2;0;4;5;4;6;2;12;5;37;25;12;26;10;11
"toi";300;0;3;7;10;8;16;19;18;5;2;4;21;2;20;4;12;10;12;4;3;14;12;6;8;7;12;4;13;13;15;5;6;5
"parler";293;2;7;15;3;5;8;5;14;10;8;7;15;9;14;7;5;8;9;5;6;10;8;9;12;11;11;11;8;10;14;10;6;11
"nom";291;4;12;9;14;8;6;4;18;7;1;5;5;1;39;8;4;6;15;17;10;2;5;5;3;7;6;15;6;25;12;3;2;7
"donne";290;4;3;6;8;6;10;4;15;13;8;21;8;6;8;9;17;6;2;6;11;14;4;9;9;11;14;8;8;11;9;6;3;13
"mère";289;0;22;1;2;0;0;1;4;85;2;0;1;1;22;3;3;0;14;3;14;2;5;20;4;0;8;3;19;16;1;0;16;17
"nos";288;5;11;8;5;4;7;2;6;13;8;6;8;1;7;6;14;17;8;5;9;11;10;10;14;10;12;5;12;15;13;5;10;11
"toute";285;5;8;9;10;3;6;15;15;13;9;10;12;1;9;5;7;16;11;4;11;7;10;13;12;8;8;13;8;3;5;6;6;7
"entre";284;1;4;9;3;6;4;3;9;20;7;8;11;1;22;6;21;10;19;11;12;10;4;7;7;9;5;9;14;12;6;5;5;4
"fois";284;1;8;8;14;2;4;4;11;9;2;8;11;10;9;2;3;10;12;7;8;17;8;13;10;22;15;14;5;6;9;8;5;9
"prendre";281;0;1;12;4;1;12;2;10;14;10;15;18;4;10;2;5;11;17;8;6;11;7;14;13;9;10;13;9;11;7;5;4;6
"aujourd'hui";280;6;12;10;14;12;11;9;12;0;9;18;9;9;5;6;11;11;8;4;5;2;7;11;7;13;9;9;10;7;9;5;5;5
"monde";279;9;10;29;12;2;3;0;12;17;6;2;1;2;4;2;0;7;17;7;17;9;4;4;12;4;6;8;20;16;8;15;6;8
"sera";277;0;6;4;19;11;14;5;8;17;12;13;14;2;5;4;11;14;14;2;10;10;4;4;9;5;11;7;10;14;4;5;4;5
"frère";276;0;18;11;8;3;0;2;15;18;1;0;16;0;0;18;53;0;5;0;0;0;0;9;0;6;1;27;32;4;25;0;4;0
"fais";275;2;3;12;8;10;6;11;13;7;5;11;10;5;9;3;12;9;17;11;4;15;10;12;12;6;14;10;1;9;5;4;6;3
"grâce";273;2;5;9;6;4;7;1;13;13;8;26;8;0;5;5;4;7;13;7;17;13;11;16;7;6;10;5;6;7;13;12;3;4
"ami";272;4;15;27;7;4;10;2;2;13;0;6;22;1;8;3;7;28;7;2;2;17;2;3;4;0;2;2;17;4;9;23;13;6
"sort";269;4;19;11;5;8;2;8;5;8;5;3;9;2;2;0;1;18;17;2;19;13;13;4;5;15;9;5;10;9;14;12;1;11
"vie";269;1;11;5;12;0;2;9;4;2;3;8;12;2;3;4;1;4;8;13;19;17;11;12;13;21;20;3;6;6;15;7;10;5
"vu";269;5;3;7;13;5;4;9;7;9;8;6;9;16;12;15;13;5;8;4;6;6;7;4;7;13;13;11;10;8;13;5;4;4
"ta";267;0;3;12;6;3;9;19;11;6;5;10;14;3;10;3;2;17;7;4;0;12;12;11;4;11;11;4;7;14;13;7;9;8
"secret";266;0;12;10;10;14;6;2;13;7;8;0;14;4;15;8;20;21;10;15;18;14;8;6;1;4;2;0;5;5;4;7;0;3
"depuis";263;2;9;10;12;7;5;3;6;15;9;10;12;1;7;1;3;12;11;5;8;5;18;9;14;9;15;19;2;7;8;2;2;5
"pourquoi";262;3;5;4;5;1;10;4;12;3;9;12;10;3;11;4;4;10;17;5;14;10;11;4;11;4;13;6;7;14;10;12;5;9
"allez";260;5;4;11;4;7;2;3;15;6;6;9;10;4;7;6;10;13;9;15;6;9;5;6;9;7;5;9;22;11;8;4;2;11
"ni";260;7;4;6;6;1;8;1;5;2;15;9;9;4;15;8;5;11;6;15;10;3;16;6;11;9;15;15;11;10;5;8;2;2
"époux";256;1;5;3;1;3;2;3;3;8;5;2;18;0;4;13;6;6;4;22;3;44;11;7;6;10;6;13;2;7;11;11;7;9
"soeur";256;0;23;8;9;0;0;0;23;35;2;0;8;0;20;7;41;0;5;1;0;0;0;19;0;21;5;14;0;3;2;0;10;0
"allons";254;1;1;0;3;0;0;2;18;14;2;14;12;9;2;7;15;6;11;6;10;9;6;11;9;13;12;5;11;16;12;3;4;10
"air";253;0;4;15;10;10;6;3;8;8;0;1;2;1;13;4;10;7;8;5;1;6;21;14;11;12;9;11;4;9;15;7;5;13
"bonne";251;6;0;5;6;4;3;0;14;20;7;9;18;4;9;4;9;4;7;4;19;3;13;12;9;5;8;7;14;9;4;6;5;4
"après";249;3;7;4;11;4;5;4;3;3;6;8;16;2;18;8;9;12;13;4;7;10;7;4;9;10;14;5;10;7;8;1;11;6
"contre";249;10;11;2;2;0;11;16;15;16;10;5;7;2;21;3;4;11;7;5;9;9;2;5;7;8;5;11;6;6;7;6;6;4
"hélas";249;0;3;1;0;0;0;1;4;6;2;1;12;7;12;3;9;13;14;7;11;10;4;2;5;5;14;3;10;19;34;14;5;18
"-on";249;2;8;5;3;2;3;3;7;11;4;18;7;2;12;5;8;20;13;8;9;5;11;11;6;9;14;8;6;6;6;5;5;7
"peine";247;1;11;15;12;4;9;6;13;10;15;8;12;1;2;5;2;8;10;3;10;3;12;14;7;7;7;9;7;8;5;4;5;2
"mot";245;3;7;7;9;5;8;2;1;2;0;4;3;9;25;10;10;11;11;9;11;12;3;7;4;8;12;7;11;9;3;10;4;8
"voulez";244;3;6;7;1;0;4;2;15;3;5;7;10;4;5;5;6;16;10;9;19;11;5;13;7;17;17;11;7;4;5;3;3;4
"présent";243;2;3;7;16;5;7;4;5;9;10;8;8;0;13;13;11;8;9;10;9;10;9;6;6;7;9;9;6;8;4;3;5;4
"peut-être";242;0;1;4;4;1;5;1;9;15;6;7;10;4;15;3;4;20;5;14;6;19;5;7;7;8;5;6;9;6;15;7;2;12
"l’";241;0;0;0;0;0;0;0;0;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"viens";240;3;4;17;5;6;5;4;12;5;4;8;21;1;3;4;13;14;7;6;10;11;5;8;6;18;9;8;3;6;5;3;2;4
"beau";237;6;8;7;10;5;5;3;7;9;8;9;10;2;9;1;5;4;5;1;5;4;6;10;9;8;10;3;8;22;12;10;11;5
"serait";237;0;2;3;6;2;6;3;12;7;11;7;12;4;6;2;3;26;13;10;3;9;7;12;6;12;13;8;2;6;9;5;5;5
"plaisir";235;1;5;11;12;4;11;1;14;3;8;4;13;1;8;3;12;6;7;7;3;10;19;11;12;3;6;6;9;5;4;6;6;4
"chose";234;0;0;14;8;3;10;0;20;13;8;12;13;3;10;7;4;9;5;1;0;3;6;14;7;6;3;2;10;15;7;10;9;2
"plaît";234;0;2;3;1;0;5;1;8;12;9;11;13;0;8;0;0;7;9;6;6;7;23;18;13;15;16;10;5;7;3;6;3;7
"autant";229;1;6;12;8;4;7;5;8;12;8;12;12;0;6;2;5;14;16;8;8;12;11;4;2;11;6;9;3;2;5;3;3;4
"cher";228;2;3;8;7;9;3;2;1;14;3;3;4;0;4;8;8;17;12;3;4;13;1;3;1;7;10;1;15;14;16;12;10;10
"doute";228;1;5;7;2;6;8;7;6;7;4;4;7;4;3;4;9;15;22;8;12;12;3;2;5;4;5;7;9;10;6;10;5;9
"pris";228;1;2;7;6;3;3;5;6;9;3;10;10;6;9;2;12;12;15;3;4;8;16;8;7;5;9;11;14;4;4;2;4;8
"belle";226;1;4;9;5;3;8;2;10;11;6;5;12;4;4;1;2;6;9;5;5;2;12;12;11;11;9;4;7;19;5;7;5;10
"parle";226;1;2;7;11;4;4;5;10;9;4;5;21;0;7;1;2;8;7;4;10;7;7;16;7;10;11;5;8;11;9;3;8;2
"amant";224;0;4;12;13;8;13;0;14;11;30;1;21;3;7;8;17;6;1;4;4;2;0;9;4;11;0;2;0;3;6;2;5;3
"-nous";221;0;1;5;5;3;7;1;11;9;14;10;9;6;10;7;8;5;8;6;8;9;5;11;5;6;11;6;8;8;9;1;6;3
"seigneur";221;11;2;1;1;1;0;37;0;0;8;66;31;5;1;0;0;0;0;0;0;0;30;1;4;2;1;3;0;12;2;0;1;1
"doux";220;1;15;12;7;9;12;12;2;9;8;3;6;0;1;1;2;10;10;7;14;8;7;8;4;7;1;3;8;9;1;8;5;10
"main";220;5;4;9;10;9;16;11;4;8;2;4;5;1;3;4;8;7;3;4;10;5;5;9;8;12;7;13;3;7;9;6;3;6
"voyez";219;2;3;3;10;1;3;5;11;10;6;8;4;2;4;7;6;5;10;5;14;8;10;5;7;7;10;7;7;6;8;11;5;9
"déjà";216;0;3;9;12;3;10;5;9;3;6;6;10;6;8;6;3;4;7;5;3;6;15;12;6;5;11;9;10;7;7;3;6;1
"mille";215;0;2;5;4;2;0;0;11;12;4;13;1;10;12;1;2;2;10;0;4;4;2;6;6;22;19;17;36;5;0;0;2;1
"état";214;1;10;8;11;0;4;17;0;3;6;4;8;2;6;3;0;21;11;7;12;8;8;2;5;3;3;5;5;15;11;2;2;11
"cent";210;1;2;2;2;0;0;2;10;5;1;6;4;12;19;6;6;2;3;0;1;2;4;10;11;13;8;10;30;5;8;10;6;9
"abord";208;2;3;5;10;4;2;1;10;16;8;4;8;12;27;14;12;3;4;10;2;4;5;3;5;2;4;6;5;6;4;6;1;0
"discours";208;5;8;10;9;3;12;9;9;4;4;11;9;1;13;4;2;7;0;2;1;8;9;13;5;6;7;19;5;3;1;3;3;3
"hymen";208;0;6;14;4;2;3;4;3;18;7;1;8;0;0;0;1;6;6;9;11;7;3;9;3;11;14;10;3;13;20;1;8;3
"hé";207;0;1;0;0;0;0;1;38;27;13;24;45;1;3;1;0;2;0;8;0;3;5;4;4;12;5;6;0;1;2;0;0;1
"donner";206;4;0;8;5;4;8;4;6;10;5;11;12;4;4;2;8;7;8;4;4;10;6;11;9;10;7;11;5;5;5;3;4;2
"soin";205;3;4;13;4;5;7;2;11;6;13;16;4;0;2;2;1;6;8;6;12;7;14;8;8;4;11;6;6;6;3;2;4;1
"sait";204;3;4;10;5;7;9;5;4;3;4;6;9;4;12;5;9;5;7;7;6;5;10;6;3;10;7;4;7;3;11;10;2;2
"soins";203;1;11;6;6;6;11;4;4;11;10;6;20;0;2;1;0;9;5;3;8;8;9;10;8;3;9;6;3;7;3;5;3;5
"faites";202;2;6;8;4;7;7;7;15;8;8;14;9;0;3;4;5;2;9;4;5;3;4;10;9;11;6;8;2;6;2;5;5;4
"objet";202;1;3;9;5;7;8;6;4;13;19;2;6;0;9;0;8;8;8;9;6;11;9;11;10;2;5;4;2;2;7;1;2;5
"-elle";201;2;9;12;6;4;7;0;9;6;6;1;3;3;8;3;7;10;15;7;8;15;7;6;4;2;2;2;6;6;2;2;3;18
"lieux";201;3;7;4;4;2;5;6;6;2;25;12;3;0;0;0;0;1;5;6;2;0;34;11;17;15;3;9;0;9;7;2;0;1
"jours";200;1;11;3;10;3;0;7;6;6;8;8;6;0;8;2;6;7;5;10;8;5;5;13;5;12;16;9;1;6;8;2;2;1
"avais";199;0;4;4;3;3;3;3;6;11;7;5;9;2;2;8;5;12;5;7;4;9;10;9;9;5;5;11;14;7;10;3;2;2
"pu";196;0;6;5;2;4;3;2;5;15;5;2;5;14;7;2;6;17;11;7;14;8;5;3;1;3;8;3;8;8;5;8;1;3
"fortune";195;2;3;1;6;0;1;0;1;1;7;11;3;10;1;0;2;30;9;5;15;6;9;6;2;11;4;7;11;10;5;11;3;2
"jusqu'";194;2;8;7;12;1;4;9;8;0;5;8;10;1;7;2;7;12;8;4;9;8;5;5;6;3;5;10;12;5;2;5;3;1
"personne";192;4;6;4;6;2;7;3;10;10;3;3;1;3;9;3;2;6;7;8;4;5;8;6;8;7;5;8;6;13;10;5;4;6
"oncle";191;0;0;2;0;0;0;0;0;44;1;0;0;0;1;0;19;10;3;1;0;1;0;25;1;6;50;8;0;0;0;19;0;0
"coup";190;1;7;14;10;7;7;3;7;9;2;3;11;6;6;6;5;6;2;5;5;3;8;7;1;8;13;7;1;5;4;4;3;4
"leurs";188;1;3;5;5;2;1;7;4;3;14;8;1;0;3;3;6;16;9;1;4;4;10;8;10;1;6;7;16;6;10;11;1;2
"loin";188;1;5;11;6;4;9;2;3;1;6;6;5;3;9;1;3;11;13;5;10;9;10;3;9;3;3;5;8;8;7;2;3;4
"sage";186;5;3;8;3;3;4;2;4;10;4;5;5;6;3;5;5;2;3;3;5;5;5;13;3;2;7;5;15;16;11;5;2;9
"effet";185;0;2;4;4;6;2;6;3;11;11;5;8;1;14;2;4;5;6;2;8;9;5;3;9;8;10;5;14;4;5;4;3;2
"mettre";184;3;1;9;3;6;6;6;13;6;5;3;2;0;3;6;6;7;3;6;3;2;9;6;11;7;16;11;9;6;2;2;1;5
"tel";184;2;14;9;5;2;8;7;5;7;4;6;11;1;5;4;4;6;4;4;3;2;8;5;7;5;8;8;4;5;7;8;2;4
"argent";183;1;0;6;3;1;2;0;7;8;0;11;1;4;11;5;1;3;9;0;0;0;1;4;12;26;8;9;18;2;8;1;11;10
"extrême";183;4;4;8;4;3;7;10;4;5;3;6;3;0;9;4;0;11;10;9;14;13;9;6;3;7;5;6;3;4;3;0;2;4
"fond";183;3;2;10;8;4;3;6;4;4;1;3;3;6;12;4;7;6;10;2;11;14;1;4;4;5;6;4;8;10;5;6;3;4
"mort";182;0;10;0;9;0;1;3;5;5;0;9;13;0;5;9;0;3;0;5;10;2;4;7;3;9;27;13;2;3;19;1;5;0
"sous";181;4;5;10;6;2;6;6;8;3;9;8;5;1;1;4;5;5;6;7;9;7;5;3;9;9;2;5;5;4;9;7;1;5
"voit";180;4;1;15;3;3;0;3;10;7;5;3;5;3;8;2;11;5;4;5;2;4;16;11;4;11;2;10;8;1;3;4;1;6
"malgré";179;0;6;9;9;3;5;2;7;4;5;4;5;1;4;3;5;4;7;7;11;7;7;12;6;6;10;8;3;2;8;3;3;3
"ait";178;1;4;2;2;3;3;4;8;9;5;10;6;2;8;7;3;10;9;5;6;7;8;7;3;5;7;10;2;8;3;5;5;1
"celui";178;8;3;10;3;4;8;4;4;10;4;12;7;5;11;3;9;7;2;7;5;16;3;6;3;9;3;4;1;2;1;0;2;2
"tantôt";178;0;3;6;4;3;8;1;12;13;5;5;2;5;14;11;21;0;0;0;1;1;6;8;8;17;12;6;1;2;2;1;0;0
"dites";177;2;6;3;7;3;3;2;7;4;9;8;9;4;8;6;1;9;8;6;12;6;4;6;6;3;2;8;2;5;3;8;2;5
"lieu";177;3;7;6;4;3;3;4;6;8;4;7;8;3;5;1;2;6;6;6;13;4;8;7;11;7;11;9;3;3;2;4;1;2
"nièce";177;0;0;0;18;14;0;1;9;10;14;0;0;0;0;6;58;0;13;11;3;6;0;5;0;0;5;4;0;0;0;0;0;0
"tendresse";177;0;17;3;2;4;8;6;4;5;8;1;5;3;9;1;5;3;13;2;6;12;8;8;0;11;4;7;2;1;9;2;2;6
"près";176;0;6;10;10;5;6;1;7;6;6;4;10;2;11;3;2;2;3;3;4;7;8;8;7;4;6;8;3;7;8;2;4;3
"qu’";176;0;0;0;0;0;0;0;0;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tour";176;2;2;7;9;3;7;14;4;2;5;3;6;2;13;0;6;8;6;4;1;7;13;9;3;4;5;2;11;3;6;4;1;4
"reste";175;0;1;0;5;2;1;3;4;2;0;7;3;0;2;5;10;26;9;14;11;17;4;4;3;3;9;1;6;3;6;5;4;5
"tendre";175;0;7;10;7;5;10;1;4;5;7;4;3;3;13;1;4;9;11;8;8;5;4;2;5;7;1;6;1;2;6;4;8;4
"vraiment";175;2;0;11;7;1;8;1;14;7;6;5;10;3;7;1;1;2;7;1;4;2;10;6;9;8;6;12;5;5;4;8;1;1
"jeune";174;0;4;9;4;5;5;0;10;20;8;5;3;0;2;10;8;0;8;2;1;0;6;6;0;3;3;5;13;6;8;10;1;9
"voici";174;0;1;3;4;6;5;1;15;13;6;12;10;2;5;5;2;8;6;1;1;13;3;2;1;11;3;4;7;5;5;4;5;5
"souvent";173;5;4;6;8;4;4;1;5;8;3;5;5;1;7;1;9;5;5;6;4;4;9;11;4;6;4;11;11;4;2;4;3;4
"ans";172;2;3;8;8;0;2;4;6;8;0;3;0;5;9;5;7;0;7;3;4;1;12;7;10;5;13;12;2;5;5;2;7;7
"avait";172;1;6;2;6;1;0;0;3;10;7;4;7;1;9;2;5;15;7;9;11;7;7;4;3;7;5;3;3;6;8;6;4;3
"trouve";172;4;4;8;6;5;4;2;5;5;5;6;10;0;4;2;3;11;4;7;1;13;12;20;5;2;9;4;2;1;1;3;4;0
"adieu";171;4;9;5;3;8;9;1;17;11;5;2;7;0;0;0;0;3;3;5;2;0;8;11;6;11;3;4;5;7;5;6;5;6
"vertu";171;2;11;4;4;2;3;15;2;7;3;6;4;2;2;7;2;5;3;4;10;11;2;2;2;3;3;2;15;7;13;6;0;7
"aurais";170;1;5;7;2;2;1;4;4;8;4;4;6;3;4;2;3;13;5;3;9;19;6;3;4;10;6;4;6;9;3;3;2;5
"parlez";170;2;6;8;5;5;5;2;0;5;5;8;5;3;8;5;2;3;10;2;2;5;11;6;6;10;1;4;4;6;7;5;4;10
"pense";170;0;3;7;1;1;3;1;4;7;7;7;14;4;13;5;9;6;4;3;5;7;7;2;4;2;7;4;7;9;6;2;5;4
"savoir";170;2;4;1;9;2;3;5;9;9;2;7;12;1;6;4;7;12;9;6;6;2;8;4;6;6;1;4;1;5;9;4;2;2
"amitié";169;2;21;20;0;0;7;3;4;7;1;0;5;3;4;1;10;16;12;2;5;6;2;2;2;0;2;2;5;8;3;11;1;2
"maîtresse";169;1;3;4;2;6;10;3;8;5;5;1;6;0;2;2;3;16;6;7;4;5;2;9;1;16;3;16;5;5;5;1;3;4
"mariage";169;0;2;4;2;0;1;0;3;10;4;2;4;10;6;14;8;2;10;2;4;4;2;9;4;5;16;3;5;13;6;2;8;4
"aller";163;1;1;5;0;1;1;0;15;2;1;8;6;2;4;1;0;5;9;6;8;11;12;5;12;6;12;11;3;2;4;4;1;4
"crains";162;0;5;4;10;1;13;7;5;4;4;2;12;1;8;1;8;4;8;3;8;10;2;7;4;3;2;5;5;3;5;1;3;4
"entends";162;0;8;3;7;5;5;2;5;3;3;2;4;5;9;7;11;7;9;1;6;3;7;7;8;5;4;4;3;3;3;2;1;10
"cour";161;0;1;7;5;6;3;13;1;0;4;1;1;0;2;0;0;31;7;4;0;5;38;4;2;12;0;2;3;4;0;2;2;1
"aimer";160;2;3;3;1;0;4;0;4;3;11;2;2;7;9;2;9;9;12;7;13;11;8;1;3;5;0;3;0;6;8;6;1;5
"tort";159;3;2;7;3;2;3;1;12;7;4;5;5;9;7;5;2;4;5;5;10;6;6;5;2;4;7;6;4;1;7;1;2;7
"autres";157;3;3;1;3;3;2;1;4;2;7;11;5;2;5;5;6;7;12;5;4;5;11;6;7;7;0;11;7;7;3;1;0;1
"instant";157;1;10;9;8;13;6;7;1;6;5;1;3;4;10;3;2;5;1;0;4;3;3;7;5;6;6;5;3;6;0;4;3;7
"marquis";157;0;3;37;1;21;0;0;0;0;0;0;0;0;1;0;12;4;19;0;0;7;1;2;2;33;0;1;0;8;0;0;4;1
"part";157;1;3;8;0;3;9;1;8;9;14;16;11;0;1;0;6;6;7;6;6;4;4;7;2;2;10;4;0;3;0;2;0;4
"besoin";156;0;3;5;6;3;6;0;4;5;4;5;6;0;8;5;1;6;9;7;10;8;3;6;8;6;10;7;5;4;1;0;3;2
"malheur";156;2;7;9;7;3;4;4;0;0;4;8;5;1;4;1;6;14;7;12;9;4;2;2;3;3;3;7;4;8;5;3;1;4
"juste";155;3;11;8;9;7;5;9;5;1;2;4;6;0;4;1;4;3;1;3;3;6;4;8;3;4;10;3;4;7;4;7;2;4
"longtemps";155;0;2;2;6;3;2;4;6;12;6;6;4;0;2;0;4;2;6;3;7;2;5;3;13;7;10;10;7;3;4;4;4;6
"âge";154;1;6;7;3;1;0;0;7;6;0;1;1;5;8;5;2;2;12;10;8;5;4;3;5;4;12;6;5;8;7;5;2;3
"beaucoup";154;2;3;13;12;0;2;0;6;7;0;9;9;1;5;2;2;7;5;1;2;4;6;1;7;1;6;4;10;7;2;5;9;4
"ô";154;0;11;4;8;1;3;8;1;0;2;1;6;4;2;2;1;9;3;1;6;4;2;6;1;6;7;4;5;15;11;6;4;10
"ardeur";153;1;16;11;9;5;9;9;6;6;13;0;6;0;5;1;3;3;1;0;1;0;7;4;1;10;10;7;0;2;2;0;3;2
"avant";153;0;2;3;7;8;5;7;9;5;5;6;4;1;7;3;5;10;5;4;2;5;3;5;5;5;8;6;2;5;5;2;1;3
"pouvoir";153;1;5;3;1;1;4;6;6;5;12;5;2;0;8;1;8;9;6;4;6;7;7;6;6;3;10;4;3;2;2;2;5;3
"connais";152;0;1;6;3;0;7;0;12;8;3;4;6;2;7;1;3;6;9;5;3;8;9;3;2;4;8;10;4;1;9;3;2;3
"d’";152;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dès";151;2;4;4;7;6;2;2;7;7;4;9;9;1;5;3;2;2;7;3;6;1;1;4;5;6;1;4;11;4;6;4;3;9
"retour";151;0;7;5;9;0;6;2;3;1;11;3;8;1;7;1;1;10;11;3;5;16;3;9;2;6;1;8;1;1;6;3;0;1
"dessein";150;2;6;5;0;1;2;1;18;13;5;8;6;2;1;1;1;8;7;1;6;2;7;4;12;3;12;7;3;3;0;0;0;3
"plaire";150;7;1;9;2;5;5;5;5;5;14;2;2;3;1;0;0;2;4;6;2;6;13;6;5;2;0;2;5;5;9;5;3;9
"diable";149;1;0;0;2;2;0;5;3;3;0;16;6;3;2;1;1;6;10;4;0;6;8;11;7;10;14;4;3;3;9;1;6;2
"paraît";149;1;3;8;6;4;7;7;8;8;5;5;7;1;7;2;5;3;11;4;4;3;5;4;5;5;3;2;5;4;1;2;3;1
