"frpos";"F";"BOISSY_APOLOGIEDUSIECLE";"BOISSY_COMTEDENEUILLY";"BOISSY_DEHORSTROMPEURS";"BOISSY_MEDECINPAROCCASION";"BOISSY_PLAGIAIRE";"BOISSY_RIVALFAVORABLE";"BOISSY_VIEESTUNSONGE";"DANCOURT_ENFANTSDEPARIS";"DANCOURT_MADAMEARTUS";"DANCOURT_METEMPSYCHOSE";"DANCOURT_SANCHO";"DANCOURT_TRAHISONPUNIE";"DUFRESNY_COQUETTEDUVILLAGE";"DUFRESNY_FAUXSINCERE";"DUFRESNY_MARIAGEFAITETROMPU";"DUFRESNY_RECONCILIATIONNORMANDE";"NIVELLE_ECOLEDESAMIS";"NIVELLE_ECOLEMERES";"NIVELLE_FAUSSEANTIPATHIE";"NIVELLE_GOUVERNANTE";"NIVELLE_PREJUGEALAMODE";"REGNARD_DEMOCRITE";"REGNARD_DISTRAIT";"REGNARD_FOLIESAMOUREUSES";"REGNARD_JOUEUR";"REGNARD_LEGATAIRE";"REGNARD_MENECHMES";"VOLTAIRE_DEPOSITAIRE";"VOLTAIRE_DROITDUSEIGNEUR";"VOLTAIRE_ENFANTPRODIGUE";"VOLTAIRE_ENVIEUX";"VOLTAIRE_FEMMEQUIARAISON";"VOLTAIRE_NANINE"
"ADVgen ADVneg VERcjg";143;2;3;5;6;3;3;0;8;2;5;7;5;2;2;0;0;4;17;4;6;4;4;4;6;8;3;8;2;7;2;3;4;4
"VERcjg CONcoo PRE";143;1;5;2;3;2;8;4;6;8;5;8;7;1;4;3;6;1;5;1;7;2;9;4;8;2;5;4;3;5;7;5;0;2
"ADJqua NOMcom PRE.DETdef";142;8;2;1;4;4;1;7;7;3;3;10;3;3;6;1;1;2;4;3;3;3;4;6;2;6;4;5;5;7;8;5;7;4
"CONcoo DETdef PROind";142;2;2;5;4;1;5;3;5;0;5;6;2;4;6;1;6;5;10;10;4;9;7;3;4;4;11;4;0;3;4;4;3;0
"DETpos NOMcom DETdem";142;2;6;6;5;4;2;8;2;8;3;2;2;2;3;3;6;4;7;0;4;2;5;1;4;6;8;8;6;2;9;4;3;5
"PRE DETind DETpos";141;6;7;3;7;0;3;5;7;4;6;5;1;0;1;4;4;12;5;1;5;5;5;4;3;5;2;5;8;6;6;1;3;2
"PRE PROper DETpos";141;1;5;9;4;4;5;4;5;10;3;4;4;0;10;3;8;8;10;1;6;2;0;1;4;4;1;3;5;6;3;2;0;6
"VERcjg ADJqua ADVgen";141;4;4;3;7;4;4;3;5;2;3;6;5;4;7;1;7;1;4;3;3;9;2;3;3;0;8;2;6;11;4;5;2;6
"CONcoo PRE VERinf";140;4;1;10;6;5;7;13;5;5;6;7;3;4;2;1;2;3;3;1;3;4;3;5;5;1;6;8;3;4;3;3;2;2
"NOMcom INJ ADVgen";140;0;0;2;1;1;3;1;13;13;4;7;7;3;2;4;2;7;10;1;5;7;7;4;5;4;1;0;3;5;5;5;5;3
"NOMcom INJ INJ";140;1;0;2;1;2;2;0;5;3;2;2;3;2;4;2;3;5;2;4;2;3;2;10;3;16;8;1;11;3;11;8;5;12
"INJ VERcjg PROper";139;0;4;1;2;1;3;0;3;9;2;2;7;3;3;0;7;4;7;5;15;4;2;5;2;5;7;2;5;7;7;3;3;9
"VERcjg DETcar NOMcom";139;0;2;3;7;2;0;1;6;6;1;7;2;3;5;1;0;3;5;2;3;1;4;9;6;11;7;5;4;5;10;5;7;6
"ADVgen NOMcom PRE";138;1;2;6;1;1;9;2;6;7;3;5;6;4;8;4;7;6;9;2;1;2;3;6;5;7;7;4;3;2;1;3;3;2
"ADVgen VERcjg ADVgen";137;1;0;1;5;3;0;0;11;13;6;9;7;2;5;3;2;5;8;3;3;2;1;7;9;5;5;2;7;4;5;1;1;1
"PRE PROper ADJind";137;1;5;5;3;3;5;6;4;5;2;5;2;5;6;1;2;7;3;5;13;6;7;3;1;1;2;4;5;6;4;2;2;6
"PROper DETndf NOMcom";137;2;9;2;7;3;4;5;4;5;4;6;6;0;3;1;4;9;7;8;7;4;5;6;1;3;5;2;2;6;2;3;1;1
"PROrel DETdef PROind";136;4;1;6;1;0;2;1;1;0;6;8;2;0;2;2;7;17;7;3;11;7;11;4;3;3;5;3;0;6;3;7;0;3
"NOMcom CONsub DETpos";135;0;4;9;2;4;3;8;3;4;4;3;3;1;3;3;6;2;2;3;4;7;5;8;2;6;11;3;8;3;7;1;0;3
"NOMcom PROind ADVneg";135;0;3;7;3;0;5;3;4;6;2;4;4;0;2;2;4;7;10;4;6;8;4;4;5;6;5;5;3;8;2;4;4;1
"PROimp VERcjg CONsub";135;0;3;5;8;2;8;2;10;7;6;3;5;1;4;2;5;1;2;4;11;7;1;2;0;1;6;3;7;5;3;4;3;4
"PROind VERcjg VERppe";135;0;0;4;4;1;1;1;0;9;3;4;5;1;9;1;7;4;10;1;8;10;2;3;4;3;5;1;6;6;4;5;6;7
"ADJqua NOMcom ADJqua";134;3;0;1;2;5;0;1;4;20;3;10;5;0;7;5;4;4;0;1;2;0;8;3;3;8;6;6;4;2;8;6;0;3
"ADVgen PRE DETdem";134;0;3;3;4;1;6;1;3;7;6;8;4;0;4;3;2;3;3;4;3;3;11;8;4;6;3;6;6;4;10;2;3;0
"CONcoo ADVgen PROper";134;1;0;3;4;3;2;1;6;3;6;2;3;5;9;0;6;4;10;8;4;5;5;6;2;4;3;4;8;5;7;2;2;1
"DETdem NOMcom CONsub";134;1;4;4;4;3;5;4;1;2;5;4;6;2;6;3;3;8;6;5;5;3;7;2;5;9;9;4;2;2;3;1;1;5
"NOMcom ADJqua ADVgen";134;2;0;5;4;4;2;3;2;7;3;5;3;3;7;3;3;5;4;7;5;4;3;5;5;7;2;3;6;4;9;1;3;5
"NOMpro VERcjg PROper";134;1;5;1;5;4;3;1;4;12;4;4;7;3;5;4;6;2;5;9;2;3;2;4;2;2;6;2;4;5;4;8;0;5
"PRE NOMcom NOMpro";134;1;3;3;4;0;4;1;14;16;2;4;12;3;8;4;5;4;0;2;3;1;0;7;4;1;4;1;7;3;3;3;7;0
"PRE PROper PROadv";134;1;3;11;4;4;3;6;12;5;15;2;10;0;1;3;2;4;9;3;2;4;6;4;2;2;4;5;1;1;1;0;2;2
"PROdem PROper VERcjg";134;0;0;4;1;0;0;0;14;8;2;5;9;4;9;3;5;4;5;3;3;3;7;4;4;5;2;0;6;12;4;3;3;2
"VERcjg CONsub DETpos";134;1;4;7;4;2;0;9;2;2;6;0;4;2;3;1;5;11;12;2;4;6;1;5;1;7;2;6;7;8;2;2;4;2
"VERcjg DETpos ADJqua";134;1;3;6;3;3;6;2;4;5;7;1;6;1;5;5;5;3;1;2;5;2;5;5;0;6;10;1;7;10;6;3;2;3
"VERppe VERcjg PROper";134;0;0;4;2;3;5;4;7;8;3;2;7;2;3;9;1;11;7;4;5;3;2;7;0;0;4;4;2;7;5;8;1;4
"CONcoo PROper PROadv";133;1;4;12;6;7;6;1;1;5;2;3;6;2;5;0;4;7;4;2;7;9;1;2;6;4;4;4;4;3;1;3;6;1
"NOMcom ADVgen DETdef";133;0;2;10;8;2;4;2;5;7;5;4;6;3;4;2;3;5;5;4;1;4;6;4;6;5;4;3;5;7;5;1;0;1
"PROdem PROrel VERcjg";133;1;5;5;4;1;4;4;2;7;6;5;4;7;10;3;4;10;4;6;5;6;2;1;2;0;2;6;1;5;3;3;2;3
"VERinf CONcoo PRE";133;1;4;9;3;3;4;4;6;9;4;7;6;1;4;1;1;4;5;4;6;3;6;5;5;2;6;5;2;3;2;2;1;5
"DETndf PROind ADVgen";132;0;0;3;2;1;0;0;3;4;6;4;4;0;6;3;5;15;13;9;6;10;2;5;3;3;4;1;4;3;6;0;4;3
"NOMcom ADJqua DETdef";132;7;2;9;7;2;8;4;1;1;2;6;2;1;6;3;5;5;1;4;6;4;7;1;1;4;5;3;6;7;1;2;2;7
"PROper VERinf VERppe";132;2;3;6;3;3;4;7;3;7;5;3;8;1;7;3;3;4;7;0;12;10;3;2;0;5;6;6;3;0;3;1;0;2
"ADJqua NOMcom ADVneg";131;1;1;5;1;0;4;2;3;3;7;11;1;1;4;6;3;5;6;3;9;6;1;5;3;3;9;7;3;4;3;5;1;5
"PROind PRE NOMcom";131;0;4;5;2;1;2;0;2;11;3;4;4;2;8;2;3;3;4;2;4;5;2;6;6;8;4;6;3;8;7;3;3;4
"VERcjg VERinf VERppe";131;2;1;2;4;2;2;3;1;4;6;10;5;1;2;3;2;11;8;3;6;11;2;4;5;4;5;6;4;3;4;2;0;3
"VERppe NOMcom PRE";131;1;3;3;2;2;4;2;8;6;3;5;5;0;3;6;2;6;1;0;4;4;13;3;9;6;6;7;7;0;4;2;1;3
"ADJqua PROrel PROper";129;6;6;6;5;3;6;12;2;2;4;8;4;0;5;3;0;4;4;5;4;6;2;2;1;4;3;5;2;4;6;3;1;1
"CONcoo ADVgen ADJqua";129;0;4;4;8;1;1;2;2;7;4;5;6;2;7;0;2;7;5;4;3;7;2;1;3;0;12;6;6;5;4;7;1;1
"PRE NOMcom PROind";129;1;0;2;8;2;6;1;4;6;0;6;1;1;5;7;8;5;8;3;2;7;5;3;5;13;2;1;5;4;2;3;2;1
"PRE VERinf VERinf";129;1;1;3;2;1;2;6;9;7;3;7;2;2;9;3;3;2;0;3;2;1;5;6;10;4;7;5;4;2;4;8;2;3
"ADVgen VERcjg PRE";128;2;5;5;12;4;2;3;4;9;4;0;4;2;6;3;2;1;6;0;3;2;4;6;2;4;3;4;4;2;5;6;3;6
"ADVgen VERppe VERcjg";128;0;1;4;1;1;5;1;8;22;3;4;5;2;3;4;4;4;9;1;4;3;4;6;2;2;3;6;3;4;3;4;1;1
"PROper ADVgen VERinf";128;1;5;2;4;2;3;0;7;6;2;7;4;2;4;5;9;6;4;2;6;10;0;4;3;3;8;6;2;2;4;3;2;0
"VERcjg DETind DETdef";128;2;5;3;10;2;1;7;2;3;5;4;3;3;0;2;1;3;6;9;2;6;6;7;7;4;8;4;5;0;2;2;0;4
"VERinf NOMcom PRE";128;1;3;5;2;2;6;7;3;10;5;8;3;0;3;1;2;3;2;3;5;7;3;3;0;6;8;5;5;7;2;4;4;0
"VERppe PROdem VERcjg";128;2;0;4;6;5;5;4;6;4;3;4;2;3;2;6;2;8;2;3;5;9;4;2;4;1;6;3;5;3;10;2;0;3
"CONcoo DETdem NOMcom";127;2;3;7;4;0;5;4;2;9;3;1;3;1;3;2;2;2;8;4;1;6;4;2;6;6;5;4;4;9;6;5;2;2
"DETcar NOMcom PROper";127;0;1;8;4;2;1;4;4;5;0;2;1;4;11;6;5;1;2;0;1;3;11;4;3;5;8;9;7;1;3;6;2;3
"PROdem PROrel PROind";127;1;0;5;3;2;2;0;1;0;1;7;1;1;10;4;2;3;11;7;10;9;7;10;5;1;2;1;3;4;4;5;0;5
"PROdem VERcjg VERinf";127;3;2;7;1;0;3;2;6;4;5;7;6;3;5;6;2;1;8;2;0;6;4;2;10;8;3;3;5;4;3;2;3;1
"VERcjg ADVgen PRE.DETdef";127;2;1;2;5;1;5;3;2;8;2;8;4;2;8;1;5;3;7;4;5;4;6;3;4;4;4;3;7;4;2;3;3;2
"CONcoo ADVgen PRE";126;0;4;4;2;2;3;1;5;3;5;3;5;2;5;2;5;8;6;8;4;3;1;5;5;10;1;8;4;3;0;3;3;3
"CONcoo CONsub PRE";126;3;3;5;1;1;4;6;4;7;6;9;5;0;3;1;1;5;5;1;4;2;5;7;5;7;6;5;3;4;1;2;3;2
"DETndf NOMcom PRE.DETdef";126;4;3;3;4;3;2;2;2;3;1;5;3;4;4;2;3;2;3;0;3;4;5;4;9;5;10;7;6;3;2;6;4;5
"NOMcom VERppe VERcjg";126;2;4;4;3;2;5;8;4;23;4;3;1;0;1;5;2;2;3;1;2;3;4;3;1;3;4;1;6;6;9;3;1;3
"PRE PROper NOMcom";126;1;0;7;6;1;6;2;5;9;4;11;8;1;10;2;5;3;2;4;0;7;3;3;3;1;3;0;5;5;2;2;4;1
"VERcjg ADVgen PROdem";126;2;2;5;2;2;4;1;13;5;7;9;7;5;5;3;3;1;3;7;4;2;6;4;2;1;3;2;1;3;2;5;3;2
"VERcjg VERppe PRE.DETdef";126;2;4;5;4;4;4;2;2;6;6;7;8;4;3;4;2;4;2;5;4;5;8;1;2;3;4;3;3;4;5;4;0;2
"VERppa DETdef NOMcom";126;6;7;4;1;0;3;1;1;2;2;1;5;2;9;6;12;2;1;4;1;1;3;2;5;7;10;6;4;4;6;3;1;4
"ADVgen ADVgen VERcjg";125;0;0;1;4;1;4;1;8;4;0;6;8;5;5;5;4;1;2;2;3;3;3;10;2;11;4;1;7;7;3;4;3;3
"INJ CONsub PROper";125;0;4;0;1;3;4;2;2;4;1;3;6;2;4;4;5;9;8;2;1;9;5;2;2;8;1;1;4;10;5;6;3;4
"NOMcom NOMpro PRE";125;0;3;1;5;0;1;2;10;12;4;13;15;1;9;2;2;3;2;0;3;2;1;3;3;3;4;4;8;2;4;1;1;1
"PROdem VERcjg CONsub";125;0;0;1;0;1;3;1;6;2;1;3;4;8;8;3;6;3;11;7;4;4;6;3;4;3;9;3;4;5;4;7;1;0
"VERcjg NOMcom CONcoo";125;1;3;8;7;2;9;0;4;5;5;13;8;3;2;3;2;0;2;1;2;2;2;4;6;5;4;2;5;7;1;3;2;2
"VERcjg VERppe DETndf";125;3;2;2;3;5;2;0;5;2;3;2;4;1;6;2;2;10;6;4;6;12;7;2;2;0;6;6;4;7;2;2;1;4
"VERinf CONsub PRE";125;2;3;5;2;2;2;2;2;6;4;5;6;2;8;0;1;7;6;4;6;1;4;1;3;5;7;5;5;7;3;2;3;4
"DETndf NOMcom DETdef";124;0;0;5;4;4;3;5;5;2;1;4;5;1;5;2;6;4;3;4;5;1;3;6;7;6;6;3;5;2;9;4;3;1
"INJ DETpos NOMcom";124;0;7;1;5;2;1;0;11;5;3;1;5;2;3;2;7;3;6;3;5;2;0;6;1;4;2;1;8;8;7;3;3;7
"NOMcom PROrel DETpos";124;1;5;8;8;3;3;11;1;3;1;2;8;0;2;2;1;5;5;4;2;7;4;5;3;4;4;2;3;3;2;6;1;5
"PRE NOMcom ADVneg";124;2;2;3;4;2;4;0;4;6;2;6;7;4;4;4;4;2;4;5;4;7;2;5;3;7;5;3;3;3;7;2;2;2
"PROind VERcjg DETdef";124;3;2;7;4;4;6;0;2;3;2;8;4;0;13;4;3;2;5;2;6;4;4;4;8;5;2;4;2;4;2;3;2;0
"VERcjg ADVgen DETdem";124;0;4;5;5;2;2;2;3;2;1;3;1;0;6;3;2;3;12;4;9;8;6;2;0;6;3;3;7;6;5;2;3;4
"ADJqua CONcoo DETdef";123;5;7;9;5;4;5;6;1;1;6;2;3;1;3;3;2;2;7;4;2;2;2;4;7;2;3;5;8;3;3;2;1;3
"NOMcom PRE DETcar";123;0;3;7;3;2;3;3;5;6;0;6;0;3;4;3;6;1;5;0;1;1;3;10;8;11;10;1;4;0;2;2;6;4
"PRE NOMcom VERinf";123;0;1;4;5;3;6;0;3;13;2;5;2;3;3;1;3;1;4;4;2;6;6;4;8;6;10;0;2;4;7;3;2;0
"ADVgen ADVgen CONcoo";122;2;1;3;2;1;2;2;13;5;4;4;5;5;11;3;4;3;6;2;0;0;5;5;5;2;6;2;7;1;1;2;6;2
"NOMcom PROrel ADVneg";122;4;1;2;3;0;1;2;6;2;3;3;7;2;2;1;1;9;8;7;6;11;7;3;3;5;6;5;1;2;1;1;4;3
"PROadv VERinf PRE";122;2;3;10;6;6;3;1;5;6;1;7;6;1;2;1;3;2;9;2;6;11;3;4;2;4;3;1;8;1;0;2;1;0
"DETind NOMcom VERcjg";121;5;1;3;6;2;4;2;4;14;3;10;4;2;5;2;4;5;2;7;1;3;2;7;4;1;2;2;2;5;2;2;0;3
"NOMcom INJ VERcjg";121;0;3;2;0;2;8;1;1;8;0;1;6;1;3;0;1;3;5;3;8;9;4;4;1;6;3;0;4;11;8;1;6;8
"NOMcom PRE PRE";121;2;2;7;4;3;4;4;3;2;2;7;2;1;2;3;4;5;6;4;2;3;8;4;3;12;5;2;3;6;3;3;0;0
"PROind ADVneg PROper";121;1;1;2;3;0;1;0;3;3;7;5;5;1;2;0;3;7;6;6;9;2;4;5;7;9;8;2;4;5;1;4;2;3
"PROper ADVgen PROper";121;1;1;7;6;0;1;1;6;5;0;3;7;0;6;3;5;3;9;5;0;4;1;3;3;6;4;5;3;6;2;6;4;5
"PROper VERcjg PROadv";121;2;1;5;3;2;1;2;4;29;2;1;4;1;4;0;5;4;7;4;3;6;0;5;2;4;3;1;3;3;2;2;3;3
"VERcjg PROper PROrel";121;0;0;3;7;3;6;2;4;4;1;3;7;4;3;6;2;3;3;7;6;5;4;3;6;4;1;9;1;2;2;5;4;1
"VERinf VERinf PRE";121;2;1;4;1;2;0;2;8;9;5;9;3;1;1;6;4;2;4;4;6;6;5;4;1;5;8;7;1;1;3;1;4;1
"ADVgen VERinf DETpos";120;1;6;10;4;5;8;2;1;4;4;3;2;2;3;2;3;7;2;2;4;6;1;0;8;6;7;5;2;4;0;2;1;3
"NOMcom VERcjg CONcoo";120;0;4;5;2;2;4;2;2;7;3;8;10;0;4;3;2;4;5;4;2;6;2;7;3;7;2;2;1;3;4;3;3;4
"NOMcom VERinf DETpos";120;1;5;8;6;4;6;7;4;1;3;2;1;2;3;2;2;2;6;0;1;4;7;7;6;3;6;8;2;3;3;3;1;1
"VERcjg PROind VERinf";120;0;4;2;9;2;3;1;2;2;4;3;4;0;1;2;6;5;6;6;3;9;4;3;3;5;4;4;5;3;4;3;3;5
"PROadv VERcjg ADJqua";119;2;2;5;2;2;4;3;3;7;7;7;4;3;0;0;5;10;5;5;2;5;2;2;1;2;1;5;8;6;1;2;1;5
"DETpos NOMcom PROint";118;1;4;1;3;2;3;3;4;3;2;1;3;2;1;0;3;7;15;2;10;6;5;5;1;5;5;3;0;8;4;0;2;4
"NOMcom PRE PROind";118;4;4;1;8;0;1;5;5;7;5;1;3;3;6;5;3;5;6;4;5;3;2;3;3;4;3;4;2;4;1;4;4;0
"PROper VERinf PROdem";118;0;3;2;7;1;3;4;3;0;2;3;6;4;6;0;4;6;5;11;3;8;3;1;5;4;4;1;2;3;5;5;2;2
"PROind PRE PROper";117;0;3;4;2;2;2;1;2;8;3;6;5;3;10;2;0;7;4;5;3;2;6;2;3;6;4;5;4;4;2;2;2;3
"CONsub PROind ADVneg";116;1;1;2;3;1;2;1;2;3;3;5;5;0;6;0;3;7;8;8;4;9;6;3;7;5;6;1;6;0;1;1;3;3
"DETdef ADJind NOMcom";116;1;0;2;6;3;5;0;2;4;3;3;5;2;6;7;11;6;6;2;1;6;4;6;2;4;4;5;1;2;3;1;3;0
"NOMcom DETrel NOMcom";116;0;1;1;2;2;0;3;9;5;6;5;8;2;0;2;1;2;4;1;5;2;3;7;5;2;6;5;7;4;1;9;3;3
"NOMpro PROper PROper";116;0;4;4;1;3;8;2;5;9;5;4;5;3;2;3;6;1;2;5;2;7;3;5;2;2;3;1;4;6;3;2;1;3
"PRE VERinf ADJqua";116;2;3;6;5;2;7;1;8;3;3;2;3;2;8;0;4;4;4;3;4;6;2;1;2;4;2;3;3;3;3;4;5;4
"PRE VERinf CONcoo";116;5;1;11;0;0;7;4;3;7;3;10;4;1;4;4;3;3;2;1;2;4;2;5;3;4;9;2;3;2;3;1;2;1
"PRE VERinf CONsub";116;0;5;4;4;2;1;2;4;2;7;6;3;0;6;2;3;4;1;2;11;2;8;4;3;7;3;6;1;3;1;4;2;3
"ADJqua CONcoo CONsub";115;5;5;3;9;3;4;6;4;4;2;6;1;0;1;3;1;4;5;1;0;1;2;4;1;3;12;3;7;6;3;2;1;3
"ADJqua VERcjg PRE";115;2;6;4;5;5;3;4;4;4;1;4;5;0;4;2;3;3;7;4;5;3;4;1;4;3;5;3;5;3;1;5;1;2
"CONcoo PRE DETndf";115;4;7;8;3;2;3;4;0;4;5;2;5;2;4;2;6;2;3;2;4;6;2;5;5;4;10;2;2;1;2;1;1;2
"NOMcom VERinf DETdef";115;2;4;6;9;2;3;2;3;2;3;7;1;1;0;1;4;1;2;3;2;2;7;4;12;6;10;7;1;1;5;2;0;0
"PROdem VERcjg PROdem";115;1;3;3;1;0;7;0;9;7;6;5;10;5;13;4;3;1;5;6;2;5;0;2;0;1;2;3;1;2;1;3;3;1
"PROper DETdem NOMcom";115;0;3;1;5;2;4;2;5;3;4;6;3;1;3;3;5;2;5;3;8;6;4;4;0;3;0;3;2;7;6;3;2;7
"DETdem NOMcom DETdef";114;4;7;5;4;6;2;4;2;0;4;5;1;0;3;2;1;3;3;1;10;0;5;4;5;2;3;4;3;5;8;5;2;1
"DETrel NOMcom VERcjg";114;2;0;0;2;1;1;4;5;6;5;4;10;1;3;2;1;4;2;3;8;7;7;3;3;5;2;6;3;3;6;1;2;2
"NOMcom ADVgen CONcoo";114;0;1;5;4;5;6;1;2;7;5;7;2;1;6;9;5;2;3;1;1;4;5;3;3;5;4;0;4;4;4;1;2;2
"PROind VERcjg DETpos";114;5;7;3;3;1;6;0;3;4;5;4;3;1;5;2;0;5;5;2;4;5;2;6;5;2;4;1;5;5;5;4;0;2
"PROper ADJind PROper";114;0;2;9;5;0;7;4;6;1;7;10;2;1;4;2;3;10;5;5;4;0;3;3;0;2;4;1;4;1;1;2;4;2
"ADJqua PRE DETndf";113;3;4;5;3;7;3;2;3;2;3;5;1;3;2;2;2;6;2;2;5;4;3;4;6;3;7;2;4;1;4;2;4;4
"ADVgen NOMcom PROper";113;2;1;3;4;2;5;3;8;5;1;4;3;1;3;0;6;5;1;2;3;5;1;4;5;6;5;4;4;4;4;2;4;3
"NOMcom CONcoo VERinf";113;1;3;3;4;4;5;4;3;6;1;7;0;1;3;2;1;4;4;4;2;5;4;7;9;3;8;5;1;1;2;2;4;0
"PROind VERcjg CONsub";113;2;2;2;2;2;2;4;5;2;4;5;2;0;8;0;6;9;2;3;6;7;8;3;4;8;2;0;3;2;1;4;1;2
"PROper VERcjg PROrel";113;1;1;6;6;2;5;3;5;2;2;2;4;0;1;4;2;4;7;6;3;5;4;4;5;5;4;1;6;3;4;1;3;2
"VERcjg ADJqua VERcjg";113;2;1;7;8;5;4;1;3;1;2;4;6;0;0;2;4;5;4;4;4;8;4;5;7;2;5;1;3;2;4;1;1;3
"VERcjg PROadv VERinf";113;1;5;4;4;4;1;3;4;5;0;4;3;2;1;0;1;6;10;6;5;6;1;5;1;5;2;3;3;4;2;5;4;3
"VERcjg VERinf ADJqua";113;3;6;1;3;2;3;4;6;7;5;5;6;0;3;1;4;4;5;1;7;10;3;2;3;7;1;0;4;3;0;3;1;0
"VERinf ADVgen CONsub";113;2;3;4;4;1;4;0;5;4;4;5;3;2;3;2;1;10;2;4;5;5;0;4;8;7;2;3;3;5;2;4;1;1
"ADVgen VERppe ADVgen";112;3;1;3;2;1;1;3;5;4;3;4;6;3;4;3;2;1;2;2;4;2;5;2;2;3;4;8;7;7;6;3;1;5
"ADVgen VERppe DETpos";112;1;1;2;1;2;6;3;3;3;3;1;1;0;8;3;2;7;5;2;1;9;4;5;0;4;3;2;7;4;7;1;5;6
"DETdef NOMcom VERinf";112;5;1;8;4;2;3;3;4;3;3;2;0;3;2;1;5;4;3;1;2;3;4;4;11;3;8;3;5;1;4;2;3;2
"VERppe ADVgen ADVgen";112;2;2;4;3;1;2;3;3;3;5;6;4;3;4;8;0;3;4;4;2;2;0;6;2;7;13;5;4;0;2;1;1;3
"ADVgen CONsub DETpos";111;1;3;6;7;1;1;5;2;1;2;1;4;1;4;1;3;6;7;2;4;9;6;6;3;2;3;3;2;2;2;6;1;4
"ADVneg PROper VERinf";111;0;0;6;1;1;4;3;8;2;5;8;7;1;5;4;2;7;2;1;7;5;4;4;3;2;8;3;3;3;2;0;0;0
"PRE VERinf NOMcom";111;3;0;3;6;1;0;6;2;4;4;8;12;1;2;2;5;3;2;1;0;4;3;4;7;4;5;2;5;4;0;3;2;3
"PROper VERcjg PROint";111;1;5;3;2;2;2;1;4;4;3;2;3;2;4;2;6;2;9;4;7;5;0;1;3;4;3;2;1;4;6;2;4;8
"PROper VERinf ADJqua";111;1;5;5;10;2;4;6;5;3;3;5;4;3;4;0;1;9;2;2;6;3;6;2;1;2;5;1;1;3;0;2;3;2
"VERcjg PRE PROrel";111;0;1;0;1;0;3;0;5;9;3;6;4;2;4;0;5;8;11;6;5;6;4;2;1;4;4;6;1;2;2;1;1;4
"VERcjg VERppe PROdem";111;0;1;2;5;4;3;2;2;4;5;2;2;2;2;5;1;13;4;3;5;8;4;1;0;2;4;3;7;5;4;3;1;2
"VERppa DETpos NOMcom";111;3;3;4;4;0;2;6;1;1;3;3;1;3;5;2;11;2;3;4;0;3;5;3;3;4;4;5;4;4;6;6;1;2
"ADJind NOMcom PROper";110;1;5;8;2;1;7;1;2;4;2;0;8;1;7;3;8;3;1;1;0;3;2;8;6;7;3;5;3;3;0;2;2;1
"NOMcom CONsub DETndf";110;2;5;2;2;3;2;3;3;1;0;2;3;3;7;2;4;3;4;2;4;3;3;4;4;13;5;6;2;2;2;4;1;4
"VERcjg CONsub ADVgen";110;1;0;2;1;0;2;3;2;0;4;2;3;2;3;5;1;5;8;6;11;6;5;5;3;4;6;3;4;3;1;3;4;2
"VERcjg NOMcom VERcjg";110;0;2;3;1;3;2;1;5;0;2;5;4;1;2;7;2;1;7;6;4;5;4;5;0;4;6;2;2;8;0;3;6;7
"VERcjg VERinf NOMcom";110;2;3;6;1;3;5;2;2;6;3;7;7;4;5;0;1;4;4;1;2;3;1;6;3;5;9;0;2;3;1;1;6;2
"VERcjg VERppe INJ";110;0;2;3;7;1;5;1;3;7;3;0;4;2;0;5;6;4;7;1;2;3;1;3;1;2;2;0;8;6;6;6;4;5
"DETdef NOMcom PROadv";109;1;3;6;4;4;5;0;5;2;4;2;5;0;1;2;7;5;8;4;7;5;3;4;5;0;3;1;4;3;1;1;1;3
"NOMcom PRE VERppa";109;2;4;6;2;1;3;4;0;5;3;0;4;3;6;6;9;3;2;2;1;2;3;4;3;4;2;4;3;5;7;3;2;1
"PRE PROrel VERcjg";109;0;2;4;1;0;3;0;1;2;0;5;1;0;6;2;1;11;6;8;7;9;2;2;6;3;0;5;0;10;2;3;3;4
"PROper VERcjg DETrel";109;0;0;2;0;0;0;2;6;7;2;4;3;1;1;2;5;4;3;2;1;3;6;10;5;5;4;4;7;2;3;6;4;5
"VERppe PRE DETdem";109;1;4;1;0;5;5;3;0;3;2;5;3;2;4;3;1;3;0;2;3;6;5;6;3;9;4;4;5;3;7;2;0;5
"ADJqua CONcoo VERcjg";108;2;4;5;4;1;7;8;1;6;4;5;2;1;2;0;3;2;3;1;3;1;3;6;4;3;5;3;2;4;7;3;2;1
"ADVgen VERinf DETdef";108;3;4;3;2;3;3;2;3;5;4;7;5;1;3;3;8;1;3;2;3;3;4;6;4;2;5;6;1;3;3;3;0;0
"DETdem NOMcom VERppe";108;3;5;2;2;1;3;5;0;5;1;2;4;0;1;2;6;2;2;2;1;2;5;1;7;3;8;5;6;2;12;4;4;0
"PRE.DETdef NOMcom CONsub";108;2;0;4;1;5;2;1;2;5;4;9;8;6;2;5;5;3;1;1;4;2;5;2;3;7;4;3;1;3;2;2;1;3
"PRE NOMpro VERcjg";108;1;4;3;6;2;10;1;2;0;1;5;1;4;2;4;5;7;5;4;4;3;0;8;2;4;0;3;3;3;2;4;0;5
"PROimp VERcjg PROper";108;0;3;4;3;1;7;2;5;4;5;4;7;0;0;2;3;6;3;5;4;3;4;5;2;8;2;2;3;0;4;2;0;5
"PROind PROadv VERcjg";108;2;1;3;5;2;0;0;1;8;3;7;4;0;5;3;3;5;2;8;2;13;2;2;4;4;1;1;3;1;4;4;3;2
